fips,state_alpha,countyname,areaname,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
37107,NA,Lenoir County,NA,727,732,925,1241,1441
37109,NA,Lincoln County,NA,917,953,1054,1461,1728
37111,NA,McDowell County,NA,782,790,925,1180,1225
37113,NA,Macon County,NA,681,830,987,1183,1325
37115,NA,Madison County,NA,1227,1429,1567,1905,2629
37117,NA,Martin County,NA,700,705,925,1220,1225
37119,NA,Mecklenburg County,NA,1469,1538,1686,2076,2637
37121,NA,Mitchell County,NA,700,705,925,1134,1225
37123,NA,Montgomery County,NA,789,794,925,1252,1552
37125,NA,Moore County,NA,1157,1239,1358,1889,2278
37127,NA,Nash County,NA,913,918,1143,1550,1812
37129,NA,New Hanover County,NA,1144,1513,1659,2178,2319
37131,NA,Northampton County,NA,736,741,972,1165,1344
37133,NA,Onslow County,NA,929,935,1173,1631,1968
37135,NA,Orange County,NA,1417,1507,1711,2117,2527
37137,NA,Pamlico County,NA,861,866,1077,1291,1618
37139,NA,Pasquotank County,NA,921,927,1216,1640,1899
37141,NA,Pender County,NA,1016,1064,1166,1622,1956
37143,NA,Perquimans County,NA,799,804,999,1382,1387
37145,NA,Person County,NA,739,744,948,1318,1377
37147,NA,Pitt County,NA,891,896,1095,1465,1837
37149,NA,Polk County,NA,824,829,983,1351,1649
37151,NA,Randolph County,NA,1159,1213,1330,1703,1960
37153,NA,Richmond County,NA,714,814,925,1286,1406
37155,NA,Robeson County,NA,744,748,925,1187,1389
37157,NA,Rockingham County,NA,717,793,1040,1286,1463
37159,NA,Rowan County,NA,952,958,1196,1573,2006
37161,NA,Rutherford County,NA,801,806,925,1275,1332
37163,NA,Sampson County,NA,663,806,925,1109,1302
37165,NA,Scotland County,NA,750,755,925,1244,1249
37167,NA,Stanly County,NA,638,705,925,1281,1466
37169,NA,Stokes County,NA,995,1082,1232,1607,1898
37171,NA,Surry County,NA,700,705,925,1109,1406
37173,NA,Swain County,NA,806,813,925,1264,1390
37175,NA,Transylvania County,NA,881,887,1164,1396,1749
37177,NA,Tyrrell County,NA,739,744,925,1286,1390
37179,NA,Union County,NA,1469,1538,1686,2076,2637
37181,NA,Vance County,NA,738,743,975,1197,1318
37183,NA,Wake County,NA,1524,1596,1750,2196,2936
37185,NA,Warren County,NA,700,705,925,1172,1239
37187,NA,Washington County,NA,739,744,925,1197,1391
37189,NA,Watauga County,NA,822,988,1177,1504,1974
37191,NA,Wayne County,NA,942,948,1244,1496,2021
37193,NA,Wilkes County,NA,782,793,925,1233,1538
37195,NA,Wilson County,NA,789,794,1025,1307,1541
37197,NA,Yadkin County,NA,995,1082,1232,1607,1898
37199,NA,Yancey County,NA,708,713,935,1233,1238
38001,NA,Adams County,NA,697,702,873,1214,1464
38003,NA,Barnes County,NA,718,722,948,1137,1590
38005,NA,Benson County,NA,760,769,873,1214,1464
38007,NA,Billings County,NA,697,702,873,1214,1464
38009,NA,Bottineau County,NA,760,796,873,1153,1464
38011,NA,Bowman County,NA,760,796,873,1214,1427
38013,NA,Burke County,NA,661,665,873,1101,1464
38015,NA,Burleigh County,NA,961,1030,1175,1634,1884
38017,NA,Cass County,NA,768,917,1112,1547,1865
38019,NA,Cavalier County,NA,697,702,873,1170,1464
38021,NA,Dickey County,NA,725,730,873,1214,1464
38023,NA,Divide County,NA,1225,1233,1534,1839,2573
38025,NA,Dunn County,NA,749,754,938,1125,1574
38027,NA,Eddy County,NA,661,665,873,1214,1464
38029,NA,Emmons County,NA,679,683,873,1047,1464
38031,NA,Foster County,NA,727,755,873,1214,1464
38033,NA,Golden Valley County,NA,820,826,1027,1428,1723
38035,NA,Grand Forks County,NA,863,868,1089,1515,1827
38037,NA,Grant County,NA,678,683,873,1214,1464
38039,NA,Griggs County,NA,661,665,873,1076,1464
38041,NA,Hettinger County,NA,740,745,927,1149,1555
38043,NA,Kidder County,NA,727,729,873,1214,1403
38045,NA,LaMoure County,NA,700,704,873,1214,1464
38047,NA,Logan County,NA,810,815,1014,1410,1701
38049,NA,McHenry County,NA,725,839,1000,1387,1678
38051,NA,McIntosh County,NA,760,787,873,1194,1464
38053,NA,McKenzie County,NA,1117,1124,1354,1672,2271
38055,NA,McLean County,NA,760,796,873,1214,1464
38057,NA,Mercer County,NA,875,881,1156,1386,1531
38059,NA,Morton County,NA,961,1030,1175,1634,1884
38061,NA,Mountrail County,NA,738,850,1071,1386,1505
38063,NA,Nelson County,NA,732,745,873,1214,1464
38065,NA,Oliver County,NA,961,1030,1175,1634,1884
38067,NA,Pembina County,NA,760,791,873,1214,1464
38069,NA,Pierce County,NA,727,755,873,1214,1464
38071,NA,Ramsey County,NA,602,719,873,1214,1464
38073,NA,Ransom County,NA,710,715,923,1196,1548
38075,NA,Renville County,NA,783,824,1081,1329,1557
38077,NA,Richland County,NA,661,665,873,1214,1464
38079,NA,Rolette County,NA,722,727,954,1318,1600
38081,NA,Sargent County,NA,814,816,935,1261,1569
38083,NA,Sheridan County,NA,738,743,924,1285,1550
38085,NA,Sioux County,NA,727,733,873,1146,1385
38087,NA,Slope County,NA,738,743,924,1285,1550
38089,NA,Stark County,NA,869,874,1056,1469,1771
38091,NA,Steele County,NA,697,702,873,1214,1464
38093,NA,Stutsman County,NA,676,680,873,1214,1464
38095,NA,Towner County,NA,697,702,873,1214,1464
38097,NA,Traill County,NA,686,690,873,1214,1464
38099,NA,Walsh County,NA,676,680,873,1140,1464
38101,NA,Ward County,NA,806,960,1165,1620,1954
38103,NA,Wells County,NA,760,796,873,1214,1464
38105,NA,Williams County,NA,1042,1068,1196,1578,1745
39001,NA,Adams County,NA,736,785,973,1220,1288
39003,NA,Allen County,NA,839,844,1108,1338,1493
39005,NA,Ashland County,NA,677,779,973,1280,1472
39007,NA,Ashtabula County,NA,715,840,1037,1257,1429
39009,NA,Athens County,NA,902,907,1092,1338,1491
39011,NA,Auglaize County,NA,757,762,1000,1391,1668
39013,NA,Belmont County,NA,683,816,991,1277,1413
39015,NA,Brown County,NA,797,802,1008,1361,1691
39017,NA,Butler County,NA,958,1051,1353,1785,1976
39019,NA,Carroll County,NA,749,846,1086,1371,1451
39021,NA,Champaign County,NA,737,818,1046,1333,1470
39023,NA,Clark County,NA,763,843,1106,1355,1572
39025,NA,Clermont County,NA,958,1051,1353,1785,1976
39027,NA,Clinton County,NA,778,838,1029,1349,1696
39029,NA,Columbiana County,NA,693,779,973,1218,1288
39031,NA,Coshocton County,NA,736,824,973,1254,1632
39033,NA,Crawford County,NA,780,811,973,1283,1288
39035,NA,Cuyahoga County,NA,933,1058,1279,1646,1760
39037,NA,Darke County,NA,801,806,973,1290,1295
39039,NA,Defiance County,NA,754,799,980,1239,1408
39041,NA,Delaware County,NA,1111,1194,1430,1715,1927
39043,NA,Erie County,NA,854,886,1106,1384,1557
39045,NA,Fairfield County,NA,1111,1194,1430,1715,1927
39047,NA,Fayette County,NA,750,836,992,1273,1415
39049,NA,Franklin County,NA,1111,1194,1430,1715,1927
39051,NA,Fulton County,NA,769,820,1076,1380,1454
39053,NA,Gallia County,NA,736,871,973,1240,1632
39055,NA,Geauga County,NA,933,1058,1279,1646,1760
39057,NA,Greene County,NA,928,1009,1273,1651,1817
39059,NA,Guernsey County,NA,737,742,973,1280,1574
39061,NA,Hamilton County,NA,958,1051,1353,1785,1976
39063,NA,Hancock County,NA,777,859,1127,1484,1693
39065,NA,Hardin County,NA,806,811,973,1230,1373
39067,NA,Harrison County,NA,744,749,973,1283,1288
39069,NA,Henry County,NA,761,766,982,1303,1647
39071,NA,Highland County,NA,736,845,973,1167,1492
39073,NA,Hocking County,NA,737,742,973,1338,1383
39075,NA,Holmes County,NA,736,742,973,1197,1288
39077,NA,Huron County,NA,737,742,973,1212,1521
39079,NA,Jackson County,NA,736,762,973,1256,1344
39081,NA,Jefferson County,NA,752,757,973,1285,1482
39083,NA,Knox County,NA,824,862,1078,1408,1427
39085,NA,Lake County,NA,933,1058,1279,1646,1760
39087,NA,Lawrence County,NA,848,853,973,1249,1410
39089,NA,Licking County,NA,1111,1194,1430,1715,1927
39091,NA,Logan County,NA,777,783,1027,1251,1360
39093,NA,Lorain County,NA,933,1058,1279,1646,1760
39095,NA,Lucas County,NA,769,820,1076,1380,1454
39097,NA,Madison County,NA,1111,1194,1430,1715,1927
39099,NA,Mahoning County,NA,735,771,973,1270,1345
39101,NA,Marion County,NA,806,811,1064,1276,1409
39103,NA,Medina County,NA,933,1058,1279,1646,1760
39105,NA,Meigs County,NA,722,758,973,1167,1552
39107,NA,Mercer County,NA,747,788,987,1287,1307
39109,NA,Miami County,NA,928,1009,1273,1651,1817
39111,NA,Monroe County,NA,736,742,973,1283,1288
39113,NA,Montgomery County,NA,928,1009,1273,1651,1817
39115,NA,Morgan County,NA,736,875,973,1193,1462
39117,NA,Morrow County,NA,1111,1194,1430,1715,1927
39119,NA,Muskingum County,NA,815,820,973,1324,1438
39121,NA,Noble County,NA,744,749,983,1210,1386
39123,NA,Ottawa County,NA,807,843,1106,1326,1696
39125,NA,Paulding County,NA,736,780,973,1343,1530
39127,NA,Perry County,NA,786,790,973,1202,1429
39129,NA,Pickaway County,NA,1111,1194,1430,1715,1927
39131,NA,Pike County,NA,738,744,976,1214,1446
39133,NA,Portage County,NA,904,985,1268,1547,1681
39135,NA,Preble County,NA,736,742,973,1298,1424
39137,NA,Putnam County,NA,797,808,1053,1263,1394
39139,NA,Richland County,NA,671,773,973,1315,1530
39141,NA,Ross County,NA,785,882,1057,1335,1399
39143,NA,Sandusky County,NA,671,799,973,1214,1313
39145,NA,Scioto County,NA,671,808,973,1328,1466
39147,NA,Seneca County,NA,762,767,1007,1226,1333
39149,NA,Shelby County,NA,720,787,1033,1384,1448
39151,NA,Stark County,NA,749,846,1086,1371,1451
39153,NA,Summit County,NA,904,985,1268,1547,1681
39155,NA,Trumbull County,NA,735,771,973,1270,1345
39157,NA,Tuscarawas County,NA,775,780,1023,1316,1484
39159,NA,Union County,NA,1113,1125,1433,1718,1897
39161,NA,Van Wert County,NA,724,762,973,1218,1323
39163,NA,Vinton County,NA,736,792,973,1167,1372
39165,NA,Warren County,NA,958,1051,1353,1785,1976
39167,NA,Washington County,NA,756,760,973,1313,1449
39169,NA,Wayne County,NA,718,816,1041,1269,1491
39171,NA,Williams County,NA,736,761,973,1208,1288
39173,NA,Wood County,NA,769,820,1076,1380,1454
39175,NA,Wyandot County,NA,736,800,973,1242,1422
40001,NA,Adair County,NA,655,714,937,1161,1252
40003,NA,Alfalfa County,NA,705,714,937,1303,1572
40005,NA,Atoka County,NA,705,744,937,1175,1241
40007,NA,Beaver County,NA,705,732,937,1249,1481
40009,NA,Beckham County,NA,788,799,1048,1257,1502
40011,NA,Blaine County,NA,736,746,979,1174,1447
40013,NA,Bryan County,NA,757,762,1000,1322,1491
40015,NA,Caddo County,NA,647,734,937,1162,1241
40017,NA,Canadian County,NA,939,1017,1244,1675,1857
40019,NA,Carter County,NA,776,803,1054,1324,1553
40021,NA,Cherokee County,NA,764,769,948,1215,1255
40023,NA,Choctaw County,NA,705,714,937,1134,1241
40025,NA,Cimarron County,NA,705,732,937,1303,1343
40027,NA,Cleveland County,NA,939,1017,1244,1675,1857
40029,NA,Coal County,NA,705,714,937,1279,1535
40031,NA,Comanche County,NA,779,784,1001,1392,1679
40033,NA,Cotton County,NA,728,733,962,1153,1614
40035,NA,Craig County,NA,745,755,991,1209,1312
40037,NA,Creek County,NA,933,987,1217,1602,1858
40039,NA,Custer County,NA,646,732,937,1303,1572
40041,NA,Delaware County,NA,718,722,944,1191,1331
40043,NA,Dewey County,NA,718,728,955,1319,1493
40045,NA,Ellis County,NA,705,855,937,1173,1343
40047,NA,Garfield County,NA,785,799,1027,1336,1360
40049,NA,Garvin County,NA,705,714,937,1249,1534
40051,NA,Grady County,NA,692,765,1004,1343,1684
40053,NA,Grant County,NA,705,714,937,1279,1343
40055,NA,Greer County,NA,705,732,937,1303,1343
40057,NA,Harmon County,NA,705,732,937,1123,1572
40059,NA,Harper County,NA,705,732,937,1146,1343
40061,NA,Haskell County,NA,646,714,937,1147,1338
40063,NA,Hughes County,NA,705,714,937,1150,1343
40065,NA,Jackson County,NA,705,714,937,1289,1572
40067,NA,Jefferson County,NA,705,714,937,1175,1572
40069,NA,Johnston County,NA,705,801,937,1269,1572
40071,NA,Kay County,NA,646,714,937,1250,1255
40073,NA,Kingfisher County,NA,727,825,1055,1343,1596
40075,NA,Kiowa County,NA,705,761,937,1303,1572
40077,NA,Latimer County,NA,705,714,937,1165,1429
40079,NA,Le Flore County,NA,656,741,937,1300,1359
40081,NA,Lincoln County,NA,809,814,937,1257,1426
40083,NA,Logan County,NA,939,1017,1244,1675,1857
40085,NA,Love County,NA,732,880,1062,1273,1522
40087,NA,McClain County,NA,939,1017,1244,1675,1857
40089,NA,McCurtain County,NA,646,747,937,1256,1448
40091,NA,McIntosh County,NA,646,759,937,1303,1343
40093,NA,Major County,NA,705,714,937,1123,1343
40095,NA,Marshall County,NA,767,772,937,1219,1241
40097,NA,Mayes County,NA,731,736,937,1233,1409
40099,NA,Murray County,NA,731,758,994,1227,1507
40101,NA,Muskogee County,NA,717,722,947,1188,1461
40103,NA,Noble County,NA,705,765,937,1123,1566
40105,NA,Nowata County,NA,705,714,937,1168,1572
40107,NA,Okfuskee County,NA,705,738,937,1176,1397
40109,NA,Oklahoma County,NA,939,1017,1244,1675,1857
40111,NA,Okmulgee County,NA,763,766,937,1284,1289
40113,NA,Osage County,NA,933,987,1217,1602,1858
40115,NA,Ottawa County,NA,697,714,937,1183,1241
40117,NA,Pawnee County,NA,774,818,1006,1336,1688
40119,NA,Payne County,NA,784,847,1035,1439,1568
40121,NA,Pittsburg County,NA,651,787,944,1256,1584
40123,NA,Pontotoc County,NA,699,758,994,1230,1334
40125,NA,Pottawatomie County,NA,678,714,937,1257,1474
40127,NA,Pushmataha County,NA,646,750,937,1303,1475
40129,NA,Roger Mills County,NA,705,732,937,1166,1343
40131,NA,Rogers County,NA,933,987,1217,1602,1858
40133,NA,Seminole County,NA,673,734,937,1256,1368
40135,NA,Sequoyah County,NA,683,714,937,1266,1532
40137,NA,Stephens County,NA,775,779,937,1303,1509
40139,NA,Texas County,NA,847,897,1116,1338,1872
40141,NA,Tillman County,NA,705,855,937,1303,1343
40143,NA,Tulsa County,NA,933,987,1217,1602,1858
40145,NA,Wagoner County,NA,933,987,1217,1602,1858
40147,NA,Washington County,NA,712,801,947,1317,1340
40149,NA,Washita County,NA,705,855,937,1217,1439
40151,NA,Woods County,NA,733,831,975,1217,1291
40153,NA,Woodward County,NA,798,809,1061,1272,1780
41001,NA,Baker County,NA,761,898,1047,1456,1756
41003,NA,Benton County,NA,1200,1290,1622,2256,2545
41005,NA,Clackamas County,NA,1570,1677,1922,2619,3109
41007,NA,Clatsop County,NA,1060,1110,1457,1995,2444
41009,NA,Columbia County,NA,1570,1677,1922,2619,3109
41011,NA,Coos County,NA,951,982,1265,1759,2122
41013,NA,Crook County,NA,1049,1056,1385,1926,2323
41015,NA,Curry County,NA,965,1067,1400,1883,2103
41017,NA,Deschutes County,NA,1362,1371,1784,2481,2993
41019,NA,Douglas County,NA,876,969,1271,1768,2132
41021,NA,Gilliam County,NA,729,799,1048,1458,1758
41023,NA,Grant County,NA,784,985,1127,1533,1891
41025,NA,Harney County,NA,701,768,1008,1402,1691
41027,NA,Hood River County,NA,1311,1436,1884,2620,3160
41029,NA,Jackson County,NA,1055,1229,1530,2128,2514
41031,NA,Jefferson County,NA,939,945,1229,1709,1867
41033,NA,Josephine County,NA,940,1039,1363,1896,2014
41035,NA,Klamath County,NA,860,958,1247,1734,2092
41037,NA,Lake County,NA,793,929,1150,1599,1929
41039,NA,Lane County,NA,1223,1286,1688,2348,2832
41041,NA,Lincoln County,NA,1121,1128,1480,2043,2483
41043,NA,Linn County,NA,1034,1236,1500,2030,2356
41045,NA,Malheur County,NA,772,942,1081,1503,1813
41047,NA,Marion County,NA,1181,1201,1560,2159,2338
41049,NA,Morrow County,NA,715,831,1027,1428,1723
41051,NA,Multnomah County,NA,1570,1677,1922,2619,3109
41053,NA,Polk County,NA,1181,1201,1560,2159,2338
41055,NA,Sherman County,NA,937,1026,1346,1677,2258
41057,NA,Tillamook County,NA,1016,1136,1405,1954,2083
41059,NA,Umatilla County,NA,856,946,1241,1726,2081
41061,NA,Union County,NA,843,980,1222,1700,2050
41063,NA,Wallowa County,NA,800,942,1149,1598,1928
41065,NA,Wasco County,NA,1281,1289,1600,2225,2589
41067,NA,Washington County,NA,1570,1677,1922,2619,3109
41069,NA,Wheeler County,NA,703,770,1010,1405,1694
41071,NA,Yamhill County,NA,1570,1677,1922,2619,3109
42001,NA,Adams County,NA,1006,1099,1374,1834,1939
42003,NA,Allegheny County,NA,1001,1077,1299,1661,1789
42005,NA,Armstrong County,NA,691,767,1002,1300,1399
42007,NA,Beaver County,NA,1001,1077,1299,1661,1789
42009,NA,Bedford County,NA,677,742,973,1226,1476
42011,NA,Berks County,NA,1086,1237,1575,1937,2085
42013,NA,Blair County,NA,802,948,1138,1458,1705
42015,NA,Bradford County,NA,838,844,1066,1341,1522
42017,NA,Bucks County,NA,1397,1520,1810,2170,2423
42019,NA,Butler County,NA,1001,1077,1299,1661,1789
42021,NA,Cambria County,NA,840,846,1035,1431,1484
42023,NA,Cameron County,NA,714,748,981,1179,1453
42025,NA,Carbon County,NA,1130,1341,1634,2087,2195
42027,NA,Centre County,NA,1187,1194,1406,1760,1862
42029,NA,Chester County,NA,1397,1520,1810,2170,2423
42031,NA,Clarion County,NA,757,762,973,1182,1632
42033,NA,Clearfield County,NA,721,779,975,1289,1293
42035,NA,Clinton County,NA,770,775,995,1258,1669
42037,NA,Columbia County,NA,786,941,1140,1367,1572
42039,NA,Crawford County,NA,723,787,973,1306,1476
42041,NA,Cumberland County,NA,1058,1212,1493,1920,1977
42043,NA,Dauphin County,NA,1058,1212,1493,1920,1977
42045,NA,Delaware County,NA,1397,1520,1810,2170,2423
42047,NA,Elk County,NA,708,825,973,1283,1288
42049,NA,Erie County,NA,836,945,1212,1499,1683
42051,NA,Fayette County,NA,1001,1077,1299,1661,1789
42053,NA,Forest County,NA,708,888,973,1236,1632
42055,NA,Franklin County,NA,1014,1119,1379,1825,1991
42057,NA,Fulton County,NA,708,751,973,1167,1548
42059,NA,Greene County,NA,830,835,1096,1314,1451
42061,NA,Huntingdon County,NA,790,833,973,1320,1632
42063,NA,Indiana County,NA,763,851,981,1329,1510
42065,NA,Jefferson County,NA,671,768,973,1197,1379
42067,NA,Juniata County,NA,680,742,973,1250,1478
42069,NA,Lackawanna County,NA,863,1028,1252,1631,1766
42071,NA,Lancaster County,NA,1102,1220,1526,1980,2020
42073,NA,Lawrence County,NA,705,780,1023,1423,1610
42075,NA,Lebanon County,NA,1035,1112,1411,1797,1959
42077,NA,Lehigh County,NA,1130,1341,1634,2087,2195
42079,NA,Luzerne County,NA,863,1028,1252,1631,1766
42081,NA,Lycoming County,NA,824,995,1195,1586,1737
42083,NA,McKean County,NA,708,832,973,1219,1447
42085,NA,Mercer County,NA,704,792,996,1385,1538
42087,NA,Mifflin County,NA,770,786,973,1283,1288
42089,NA,Monroe County,NA,1085,1165,1529,1974,2203
42091,NA,Montgomery County,NA,1397,1520,1810,2170,2423
42093,NA,Montour County,NA,946,1046,1372,1873,2061
42095,NA,Northampton County,NA,1130,1341,1634,2087,2195
42097,NA,Northumberland County,NA,671,843,973,1241,1288
42099,NA,Perry County,NA,1058,1212,1493,1920,1977
42101,NA,Philadelphia County,NA,1397,1520,1810,2170,2423
42103,NA,Pike County,NA,1143,1205,1496,2063,2510
42105,NA,Potter County,NA,708,742,973,1223,1352
42107,NA,Schuylkill County,NA,727,786,1030,1341,1409
42109,NA,Snyder County,NA,770,894,1059,1321,1566
42111,NA,Somerset County,NA,830,835,973,1307,1469
42113,NA,Sullivan County,NA,708,775,973,1353,1595
42115,NA,Susquehanna County,NA,760,805,1045,1342,1409
42117,NA,Tioga County,NA,725,826,1051,1362,1405
42119,NA,Union County,NA,728,913,1001,1392,1679
42121,NA,Venango County,NA,671,742,973,1221,1393
42123,NA,Warren County,NA,809,814,973,1304,1363
42125,NA,Washington County,NA,1001,1077,1299,1661,1789
42127,NA,Wayne County,NA,824,927,1132,1417,1899
42129,NA,Westmoreland County,NA,1001,1077,1299,1661,1789
42131,NA,Wyoming County,NA,863,1028,1252,1631,1766
42133,NA,York County,NA,925,1060,1335,1796,1850
44001,NA,Bristol County,NA,1318,1402,1729,2087,2480
44003,NA,Kent County,NA,1318,1402,1729,2087,2480
44005,NA,Newport County,NA,1752,1764,2314,3131,3595
44007,NA,Providence County,NA,1318,1402,1729,2087,2480
44009,NA,Washington County,NA,1353,1402,1729,2146,2480
45001,NA,Abbeville County,NA,678,725,902,1220,1225
45003,NA,Aiken County,NA,939,1114,1261,1627,1984
45005,NA,Allendale County,NA,678,823,902,1216,1246
45007,NA,Anderson County,NA,1022,1035,1173,1519,1849
45009,NA,Bamberg County,NA,678,687,902,1183,1194
45011,NA,Barnwell County,NA,699,709,930,1115,1231
45013,NA,Beaufort County,NA,1582,1657,1816,2177,2720
45015,NA,Berkeley County,NA,1557,1630,1787,2222,2562
45017,NA,Calhoun County,NA,1032,1164,1276,1623,1911
45019,NA,Charleston County,NA,1557,1630,1787,2222,2562
45021,NA,Cherokee County,NA,755,795,902,1135,1349
45023,NA,Chester County,NA,811,816,1056,1469,1547
45025,NA,Chesterfield County,NA,678,687,902,1169,1293
45027,NA,Clarendon County,NA,683,687,902,1205,1380
45029,NA,Colleton County,NA,678,687,902,1081,1470
45031,NA,Darlington County,NA,850,856,1098,1317,1499
45033,NA,Dillon County,NA,758,762,902,1235,1513
45035,NA,Dorchester County,NA,1557,1630,1787,2222,2562
45037,NA,Edgefield County,NA,939,1114,1261,1627,1984
45039,NA,Fairfield County,NA,1032,1164,1276,1623,1911
45041,NA,Florence County,NA,948,953,1117,1434,1588
45043,NA,Georgetown County,NA,905,918,1204,1444,1944
45045,NA,Greenville County,NA,1166,1221,1339,1612,1943
45047,NA,Greenwood County,NA,703,757,934,1135,1275
45049,NA,Hampton County,NA,678,720,902,1200,1411
45051,NA,Horry County,NA,1145,1229,1465,1805,2111
45053,NA,Jasper County,NA,1343,1407,1542,1849,2246
45055,NA,Kershaw County,NA,844,849,1009,1214,1458
45057,NA,Lancaster County,NA,881,922,1011,1382,1696
45059,NA,Laurens County,NA,863,869,1133,1358,1625
45061,NA,Lee County,NA,678,687,902,1111,1194
45063,NA,Lexington County,NA,1032,1164,1276,1623,1911
45065,NA,McCormick County,NA,719,729,956,1251,1320
45067,NA,Marion County,NA,678,823,902,1197,1424
45069,NA,Marlboro County,NA,685,687,902,1082,1482
45071,NA,Newberry County,NA,747,787,994,1192,1353
45073,NA,Oconee County,NA,712,717,941,1153,1337
45075,NA,Orangeburg County,NA,709,750,910,1091,1205
45077,NA,Pickens County,NA,1166,1221,1339,1612,1943
45079,NA,Richland County,NA,1032,1164,1276,1623,1911
45081,NA,Saluda County,NA,1032,1164,1276,1623,1911
45083,NA,Spartanburg County,NA,1034,1083,1187,1439,1661
45085,NA,Sumter County,NA,880,972,1276,1530,1871
45087,NA,Union County,NA,786,791,1038,1270,1374
45089,NA,Williamsburg County,NA,678,687,902,1183,1310
45091,NA,York County,NA,1469,1538,1686,2076,2637
46003,NA,Aurora County,NA,641,768,929,1289,1438
46005,NA,Beadle County,NA,658,728,955,1245,1472
46007,NA,Bennett County,NA,815,901,1182,1417,1830
46009,NA,Bon Homme County,NA,641,762,929,1292,1558
46011,NA,Brookings County,NA,776,781,953,1325,1599
46013,NA,Brown County,NA,652,708,929,1168,1477
46015,NA,Brule County,NA,641,708,929,1292,1450
46017,NA,Buffalo County,NA,830,918,1204,1444,1864
46019,NA,Butte County,NA,758,838,1099,1318,1701
46021,NA,Campbell County,NA,641,794,929,1292,1438
46023,NA,Charles Mix County,NA,803,807,929,1292,1558
46025,NA,Clark County,NA,641,847,929,1144,1256
46027,NA,Clay County,NA,641,708,929,1292,1558
46029,NA,Codington County,NA,747,825,1083,1319,1605
46031,NA,Corson County,NA,641,708,929,1186,1370
46033,NA,Custer County,NA,809,894,1173,1631,1968
46035,NA,Davison County,NA,645,713,936,1302,1570
46037,NA,Day County,NA,641,751,929,1292,1438
46039,NA,Deuel County,NA,641,708,929,1292,1438
46041,NA,Dewey County,NA,641,832,929,1207,1230
46043,NA,Douglas County,NA,654,722,948,1206,1468
46045,NA,Edmunds County,NA,641,708,929,1246,1250
46047,NA,Fall River County,NA,794,878,1152,1381,1783
46049,NA,Faulk County,NA,655,724,950,1209,1471
46051,NA,Grant County,NA,641,708,929,1292,1438
46053,NA,Gregory County,NA,641,749,929,1242,1438
46055,NA,Haakon County,NA,654,722,948,1206,1468
46057,NA,Hamlin County,NA,641,708,929,1225,1230
46059,NA,Hand County,NA,641,788,929,1292,1438
46061,NA,Hanson County,NA,641,824,929,1292,1438
46063,NA,Harding County,NA,654,722,948,1206,1468
46065,NA,Hughes County,NA,713,832,1034,1308,1601
46067,NA,Hutchinson County,NA,641,708,929,1210,1230
46069,NA,Hyde County,NA,654,722,948,1206,1468
46071,NA,Jackson County,NA,641,826,929,1182,1365
46073,NA,Jerauld County,NA,654,722,948,1206,1468
46075,NA,Jones County,NA,641,708,929,1182,1438
46077,NA,Kingsbury County,NA,656,725,951,1140,1472
46079,NA,Lake County,NA,669,739,970,1163,1627
46081,NA,Lawrence County,NA,721,797,1046,1455,1755
46083,NA,Lincoln County,NA,865,986,1156,1586,1939
46085,NA,Lyman County,NA,648,716,940,1127,1455
46087,NA,McCook County,NA,865,986,1156,1586,1939
46089,NA,McPherson County,NA,641,710,929,1182,1438
46091,NA,Marshall County,NA,641,708,929,1281,1438
46093,NA,Meade County,NA,878,970,1273,1770,2136
46095,NA,Mellette County,NA,654,722,948,1206,1468
46097,NA,Miner County,NA,641,708,929,1182,1438
46099,NA,Minnehaha County,NA,865,986,1156,1586,1939
46101,NA,Moody County,NA,641,708,929,1243,1438
46102,NA,Oglala Lakota County,NA,641,708,929,1282,1511
46103,NA,Pennington County,NA,921,1018,1336,1743,2178
46105,NA,Perkins County,NA,641,722,929,1212,1438
46107,NA,Potter County,NA,736,813,1067,1358,1652
46109,NA,Roberts County,NA,641,799,929,1234,1558
46111,NA,Sanborn County,NA,641,766,929,1292,1438
46115,NA,Spink County,NA,641,777,929,1114,1537
46117,NA,Stanley County,NA,713,788,1034,1316,1601
46119,NA,Sully County,NA,654,722,948,1206,1468
46121,NA,Todd County,NA,641,840,929,1292,1438
46123,NA,Tripp County,NA,641,708,929,1251,1438
46125,NA,Turner County,NA,865,986,1156,1586,1939
46127,NA,Union County,NA,796,925,1154,1386,1528
46129,NA,Walworth County,NA,676,747,980,1175,1470
46135,NA,Yankton County,NA,641,811,929,1292,1438
46137,NA,Ziebach County,NA,641,708,929,1114,1230
47001,NA,Anderson County,NA,1177,1184,1471,1864,2172
47003,NA,Bedford County,NA,796,928,1017,1414,1641
47005,NA,Benton County,NA,700,705,925,1286,1402
47007,NA,Bledsoe County,NA,738,743,975,1169,1636
47009,NA,Blount County,NA,1177,1184,1471,1864,2172
47011,NA,Bradley County,NA,850,940,1233,1584,1633
47013,NA,Campbell County,NA,717,722,947,1249,1254
47015,NA,Cannon County,NA,1507,1578,1730,2211,2696
47017,NA,Carroll County,NA,724,746,925,1151,1480
47019,NA,Carter County,NA,887,893,1132,1398,1548
47021,NA,Cheatham County,NA,1507,1578,1730,2211,2696
47023,NA,Chester County,NA,869,960,1260,1677,1758
47025,NA,Claiborne County,NA,724,844,925,1155,1277
47027,NA,Clay County,NA,700,705,925,1286,1289
