"","year","title","id","nominees_or_winner","imdb_url","producers"
"154","2002","In the Bedroom","tt0247425","nominee","https://www.imdb.com/title/tt0247425","Good Machine|Standard Film Company|GreeneStreet Films"
"155","2002","Moulin Rouge!","tt0203009","nominee","https://www.imdb.com/title/tt0203009","Twentieth Century Fox|Bazmark Films"
"156","2002","The Lord of the Rings: The Fellowship of the Ring","tt0120737","nominee","https://www.imdb.com/title/tt0120737","New Line Cinema|WingNut Films|The Saul Zaentz Company"
"157","2001","Gladiator","tt0172495","winner","https://www.imdb.com/title/tt0172495","Dreamworks Pictures|Universal Pictures|Scott Free Productions|Mill Film|C & L|Dawliz|Red Wagon Entertainment"
"158","2001","Chocolat","tt0241303","nominee","https://www.imdb.com/title/tt0241303","Miramax|David Brown Productions|Fat Free|Miramax"
"159","2001","Crouching Tiger, Hidden Dragon","tt0190332","nominee","https://www.imdb.com/title/tt0190332","Asia Union Film & Entertainment Ltd.|China Film Co-Production Corporation|Columbia Pictures Film Production Asia|Edko Films|Good Machine|Prosperity Pictures|Sony Pictures Classics|United China Vision|Zoom Hunt International Productions"
"160","2001","Erin Brockovich","tt0195685","nominee","https://www.imdb.com/title/tt0195685","Universal Pictures|Columbia Pictures|Jersey Films"
"161","2001","Traffic","tt0181865","nominee","https://www.imdb.com/title/tt0181865","Compulsion Inc.|Initial Entertainment Group|Splendid Medien AG|The Bedford Falls Company|USA Films"
"162","2000","American Beauty","tt0169547","winner","https://www.imdb.com/title/tt0169547","Dreamworks Pictures|Jinks/Cohen Company"
"163","2000","The Cider House Rules","tt0124315","nominee","https://www.imdb.com/title/tt0124315","FilmColony|Miramax|Nina Saxon Film Design"
"164","2000","The Green Mile","tt0120689","nominee","https://www.imdb.com/title/tt0120689","Castle Rock Entertainment|Darkwoods Productions|Warner Bros."
"165","2000","The Insider","tt0140352","nominee","https://www.imdb.com/title/tt0140352","Touchstone Pictures|Forward Pass|Blue Lion Entertainment|Digital Image Associates|Kaitz Productions|Mann/Roth Productions|Spyglass Entertainment"
"166","2000","The Sixth Sense","tt0167404","nominee","https://www.imdb.com/title/tt0167404","Hollywood Pictures|Spyglass Entertainment|The Kennedy/Marshall Company|Barry Mendel Productions"
"167","1999","Shakespeare in Love","tt0138097","winner","https://www.imdb.com/title/tt0138097","Universal Pictures|Miramax|The Bedford Falls Company"
"168","1999","Elizabeth","tt0127536","nominee","https://www.imdb.com/title/tt0127536","PolyGram Filmed Entertainment|Working Title Films|Channel Four Films"
"169","1999","Life Is Beautiful","tt0118799","nominee","https://www.imdb.com/title/tt0118799","Melampo Cinematografica|Cecchi Gori Group Tiger Cinematografica"
"170","1999","Saving Private Ryan","tt0120815","nominee","https://www.imdb.com/title/tt0120815","Dreamworks Pictures|Paramount Pictures|Amblin Entertainment|Mutual Film Company|H2L Media Group|Mark Gordon Productions"
"171","1999","The Thin Red Line","tt0120863","nominee","https://www.imdb.com/title/tt0120863","Fox 2000 Pictures|Geisler-Roberdeau|Phoenix Pictures"
"172","1998","Titanic","tt0120338","winner","https://www.imdb.com/title/tt0120338","Twentieth Century Fox|Paramount Pictures|Lightstorm Entertainment|Baja Studios"
"173","1998","As Good as It Gets","tt0119822","nominee","https://www.imdb.com/title/tt0119822","TriStar Pictures|Gracie Films"
"174","1998","Good Will Hunting","tt0119217","nominee","https://www.imdb.com/title/tt0119217","Miramax|Be Gentlemen Limited Partnership|Lawrence Bender Productions"
"175","1998","L.A. Confidential","tt0119488","nominee","https://www.imdb.com/title/tt0119488","New Regency Productions|The Wolper Organization|Warner Bros."
"176","1998","The Full Monty","tt0119164","nominee","https://www.imdb.com/title/tt0119164","Redwave Films|Channel Four Films|Twentieth Century Fox"
"177","1997","The English Patient","tt0116209","winner","https://www.imdb.com/title/tt0116209","Miramax|Tiger Moth Productions"
"178","1997","Fargo","tt0116282","nominee","https://www.imdb.com/title/tt0116282","PolyGram Filmed Entertainment|Working Title Films"
"179","1997","Jerry Maguire","tt0116695","nominee","https://www.imdb.com/title/tt0116695","TriStar Pictures|Gracie Films"
"180","1997","Secrets & Lies","tt0117589","nominee","https://www.imdb.com/title/tt0117589","Channel Four Films|CiBy 2000|Thin Man Films"
"181","1997","Shine","tt0117631","nominee","https://www.imdb.com/title/tt0117631","Australian Film Finance Corporation|Film Victoria|Momentum Films|The South Australian Film Corporation"
"182","1996","Braveheart","tt0112573","winner","https://www.imdb.com/title/tt0112573","Icon Entertainment International|The Ladd Company|B.H. Finance C.V.|Icon Productions"
"183","1996","Apollo 13","tt0112384","nominee","https://www.imdb.com/title/tt0112384","Universal Pictures|Imagine Entertainment"
"184","1996","Babe","tt0112431","nominee","https://www.imdb.com/title/tt0112431","Universal Pictures|Kennedy Miller Productions"
"185","1996","Sense and Sensibility","tt0114388","nominee","https://www.imdb.com/title/tt0114388","Columbia Pictures|Mirage Enterprises"
"186","1996","The Postman","tt0110877","nominee","https://www.imdb.com/title/tt0110877","Cecchi Gori Group Tiger Cinematografica|Penta Distribuzione|Esterno Mediterraneo Film|Blue Dahlia Productions|K2 Two|Canal+"
"187","1995","Forrest Gump","tt0109830","winner","https://www.imdb.com/title/tt0109830","Paramount Pictures|The Steve Tisch Company|Wendy Finerman Productions"
"188","1995","Four Weddings and a Funeral","tt0109831","nominee","https://www.imdb.com/title/tt0109831","PolyGram Filmed Entertainment|Channel Four Films|Working Title Films"
"189","1995","Pulp Fiction","tt0110912","nominee","https://www.imdb.com/title/tt0110912","Miramax|A Band Apart|Jersey Films"
"190","1995","Quiz Show","tt0110932","nominee","https://www.imdb.com/title/tt0110932","Baltimore Pictures|Hollywood Pictures|Ricardo Mestres Productions|Wildwood Enterprises"
"191","1995","The Shawshank Redemption","tt0111161","nominee","https://www.imdb.com/title/tt0111161","Castle Rock Entertainment"
"192","1994","Schindler's List","tt0108052","winner","https://www.imdb.com/title/tt0108052","Universal Pictures|Amblin Entertainment"
"193","1994","In the Name of the Father","tt0107207","nominee","https://www.imdb.com/title/tt0107207","Hell's Kitchen Films|Universal Pictures"
"194","1994","The Fugitive","tt0106977","nominee","https://www.imdb.com/title/tt0106977","Warner Bros.|Kopelson Entertainment"
"195","1994","The Piano","tt0107822","nominee","https://www.imdb.com/title/tt0107822","CiBy 2000|Jan Chapman Productions|The Australian Film Commission|New South Wales Film & Television Office"
"196","1994","The Remains of the Day","tt0107943","nominee","https://www.imdb.com/title/tt0107943","Columbia Pictures|Merchant Ivory Productions"
"197","1993","Unforgiven","tt0105695","winner","https://www.imdb.com/title/tt0105695","Warner Bros.|Malpaso Productions"
"198","1993","A Few Good Men","tt0104257","nominee","https://www.imdb.com/title/tt0104257","Columbia Pictures|Castle Rock Entertainment|David Brown Productions"
"199","1993","Howards End","tt0104454","nominee","https://www.imdb.com/title/tt0104454","Merchant Ivory Productions|Sumitomo Corporation|Imagica|Cinema Ten|Japan Satellite Broadcasting|Ide Productions|Film Four International"
"200","1993","Scent of a Woman","tt0105323","nominee","https://www.imdb.com/title/tt0105323","Universal Pictures|City Light Films"
"201","1993","The Crying Game","tt0104036","nominee","https://www.imdb.com/title/tt0104036","Palace Pictures|Channel Four Films|Eurotrustees|Nippon Film Development and Finance|British Screen Productions"
"202","1992","The Silence of the Lambs","tt0102926","winner","https://www.imdb.com/title/tt0102926","Strong Heart/Demme Production|Orion Pictures"
"203","1992","Beauty and the Beast","tt0101414","nominee","https://www.imdb.com/title/tt0101414","Walt Disney Pictures|Silver Screen Partners IV|Walt Disney Animation Studios"
"204","1992","Bugsy","tt0101516","nominee","https://www.imdb.com/title/tt0101516","TriStar Pictures|Mulholland Productions|Baltimore Pictures"
"205","1992","JFK","tt0102138","nominee","https://www.imdb.com/title/tt0102138","Warner Bros.|Canal+|New Regency Productions|Alcor Films|Ixtlan|Camelot"
"206","1992","The Prince of Tides","tt0102713","nominee","https://www.imdb.com/title/tt0102713","Columbia Pictures|Barwood Films|Longfellow Pictures"
"207","1991","Dances with Wolves","tt0099348","winner","https://www.imdb.com/title/tt0099348","Tig Productions|Majestic Films International|Allied Filmmakers"
"208","1991","Awakenings","tt0099077","nominee","https://www.imdb.com/title/tt0099077","Columbia Pictures|Parkes/Lasker productions"
"209","1991","Ghost","tt0099653","nominee","https://www.imdb.com/title/tt0099653","Paramount Pictures|Howard W. Koch Productions"
"210","1991","Goodfellas","tt0099685","nominee","https://www.imdb.com/title/tt0099685","Warner Bros."
"211","1991","The Godfather Part III","tt0099674","nominee","https://www.imdb.com/title/tt0099674","Paramount Pictures|Zoetrope Studios"
"212","1990","Driving Miss Daisy","tt0097239","winner","https://www.imdb.com/title/tt0097239","The Zanuck Company|Allied Filmmakers|Majestic Films International"
"213","1990","Born on the Fourth of July","tt0096969","nominee","https://www.imdb.com/title/tt0096969","Ixtlan"
"214","1990","Dead Poets Society","tt0097165","nominee","https://www.imdb.com/title/tt0097165","Touchstone Pictures|Silver Screen Partners IV|A Steven Haft Production|Witt/Thomas Productions"
"215","1990","Field of Dreams","tt0097351","nominee","https://www.imdb.com/title/tt0097351","Gordon Company"
"216","1990","My Left Foot","tt0097937","nominee","https://www.imdb.com/title/tt0097937","Ferndale Films|Granada Television|Hell's Kitchen Films|Raidió Teilifís Éireann"
"217","1989","Rain Man","tt0095953","winner","https://www.imdb.com/title/tt0095953","United Artists|The Guber-Peters Company|Star Partners II Ltd.|Mirage Enterprises"
"218","1989","Dangerous Liaisons","tt0094947","nominee","https://www.imdb.com/title/tt0094947","Lorimar Film Entertainment|NFH Productions|Warner Bros."
"219","1989","Mississippi Burning","tt0095647","nominee","https://www.imdb.com/title/tt0095647","Orion Pictures"
"220","1989","The Accidental Tourist","tt0094606","nominee","https://www.imdb.com/title/tt0094606","Warner Bros."
"221","1989","Working Girl","tt0096463","nominee","https://www.imdb.com/title/tt0096463","Twentieth Century Fox"
"222","1988","The Last Emperor","tt0093389","winner","https://www.imdb.com/title/tt0093389","Yanco Films Limited|TAO Film|Recorded Picture Company|Screenframe|AAA Soprofilms|Hemdale"
"223","1988","Broadcast News","tt0092699","nominee","https://www.imdb.com/title/tt0092699","Amercent Films|American Entertainment Partners L.P.|Gracie Films"
"224","1988","Fatal Attraction","tt0093010","nominee","https://www.imdb.com/title/tt0093010","Paramount Pictures"
"225","1988","Hope and Glory","tt0093209","nominee","https://www.imdb.com/title/tt0093209","Columbia Pictures|Nelson Entertainment|Goldcrest Films International|Allied Filmmakers|Davros Films|Nelson Entertainment"
"226","1988","Moonstruck","tt0093565","nominee","https://www.imdb.com/title/tt0093565","Metro-Goldwyn-Mayer|Star Partners"
"227","1987","Platoon","tt0091763","winner","https://www.imdb.com/title/tt0091763","Hemdale|Cinema '84|Cinema 86"
"228","1987","A Room with a View","tt0091867","nominee","https://www.imdb.com/title/tt0091867","Goldcrest Films International|National Film Finance Corporation|Curzon Film Distributors|Film Four International|Merchant Ivory Productions"
"229","1987","Children of a Lesser God","tt0090830","nominee","https://www.imdb.com/title/tt0090830","Paramount Pictures"
"230","1987","Hannah and Her Sisters","tt0091167","nominee","https://www.imdb.com/title/tt0091167","Orion Pictures|Jack Rollins & Charles H. Joffe Productions"
"231","1987","The Mission","tt0091530","nominee","https://www.imdb.com/title/tt0091530","Warner Bros.|Goldcrest Films International|Kingsmere Productions Ltd.|Enigma Productions|AMLF"
"232","1986","Out of Africa","tt0089755","winner","https://www.imdb.com/title/tt0089755","Mirage Enterprises"
"233","1986","Kiss of the Spider Woman","tt0089424","nominee","https://www.imdb.com/title/tt0089424","HB Filmes|FilmDallas Pictures"
"234","1986","Prizzi's Honor","tt0089841","nominee","https://www.imdb.com/title/tt0089841","ABC Motion Pictures|Filmax"
"235","1986","The Color Purple","tt0088939","nominee","https://www.imdb.com/title/tt0088939","Warner Bros.|Amblin Entertainment|The Guber-Peters Company"
"236","1986","Witness","tt0090329","nominee","https://www.imdb.com/title/tt0090329","Paramount Pictures|Edward S. Feldman Production"
"237","1985","Amadeus","tt0086879","winner","https://www.imdb.com/title/tt0086879","AMLF|The Saul Zaentz Company"
"238","1985","A Passage to India","tt0087892","nominee","https://www.imdb.com/title/tt0087892","EMI Films|Home Box Office"
"239","1985","A Soldier's Story","tt0088146","nominee","https://www.imdb.com/title/tt0088146","Columbia Pictures|Caldix"
"240","1985","Places in the Heart","tt0087921","nominee","https://www.imdb.com/title/tt0087921","Delphi II Productions|TriStar Pictures"
"241","1985","The Killing Fields","tt0087553","nominee","https://www.imdb.com/title/tt0087553","Goldcrest Films International|International Film Investors|Enigma Productions Ltd)"
"242","1984","Terms of Endearment","tt0086425","winner","https://www.imdb.com/title/tt0086425","Paramount Pictures"
"243","1984","Tender Mercies","tt0086423","nominee","https://www.imdb.com/title/tt0086423","Antron Media Production|EMI Films"
"244","1984","The Big Chill","tt0085244","nominee","https://www.imdb.com/title/tt0085244","Columbia Pictures|Carson Productions|Delphi Films"
"245","1984","The Dresser","tt0085461","nominee","https://www.imdb.com/title/tt0085461","Columbia Pictures|Goldcrest Films International|World Film Services"
"246","1984","The Right Stuff","tt0086197","nominee","https://www.imdb.com/title/tt0086197","The Ladd Company"
"247","1983","Gandhi","tt0083987","winner","https://www.imdb.com/title/tt0083987","International Film Investors|National Film Development Corporation of India|Goldcrest Films International|Indo-British|Indo-British Films"
"248","1983","E.T. the Extra-Terrestrial","tt0083866","nominee","https://www.imdb.com/title/tt0083866","Universal Pictures|Amblin Entertainment"
"249","1983","Missing","tt0084335","nominee","https://www.imdb.com/title/tt0084335","PolyGram Filmed Entertainment|Universal Pictures|Estudios Churubusco Azteca S.A."
"250","1983","The Verdict","tt0084855","nominee","https://www.imdb.com/title/tt0084855","Twentieth Century Fox"
"251","1983","Tootsie","tt0084805","nominee","https://www.imdb.com/title/tt0084805","Columbia Pictures|Mirage Enterprises|Punch Productions|Delphi Films"
"252","1982","Chariots of Fire","tt0082158","winner","https://www.imdb.com/title/tt0082158","Enigma Productions|Allied Stars Ltd."
"253","1982","Atlantic City","tt0080388","nominee","https://www.imdb.com/title/tt0080388","International Cinema Corporation|Selta Films|Canadian Film Development Corporation|Cine-Neighbor|Selta Films|Famous Players Limited"
"254","1982","Indiana Jones and the Raiders of the Lost Ark","tt0082971","nominee","https://www.imdb.com/title/tt0082971","Paramount Pictures|Lucasfilm"
"255","1982","On Golden Pond","tt0082846","nominee","https://www.imdb.com/title/tt0082846","IPC Films|Incorporated Television Company"
"256","1982","Reds","tt0082979","nominee","https://www.imdb.com/title/tt0082979","Barclays Mercantile Industrial Finance|JRS Productions"
"257","1981","Ordinary People","tt0081283","winner","https://www.imdb.com/title/tt0081283","Paramount Pictures|Wildwood Enterprises"
"258","1981","Coal Miner's Daughter","tt0080549","nominee","https://www.imdb.com/title/tt0080549","Universal Pictures"
"259","1981","Raging Bull","tt0081398","nominee","https://www.imdb.com/title/tt0081398","Chartoff-Winkler Productions"
"260","1981","Tess","tt0080009","nominee","https://www.imdb.com/title/tt0080009","Renn Productions|Timothy Burrill Productions|Société Française de Production"
"261","1981","The Elephant Man","tt0080678","nominee","https://www.imdb.com/title/tt0080678","Brooksfilms"
"262","1980","Kramer vs. Kramer","tt0079417","winner","https://www.imdb.com/title/tt0079417","Columbia Pictures|Stanley Jaffe Production"
"263","1980","All That Jazz","tt0078754","nominee","https://www.imdb.com/title/tt0078754","Columbia Pictures|Twentieth Century Fox"
"264","1980","Apocalypse Now","tt0078788","nominee","https://www.imdb.com/title/tt0078788","American Zoetrope|Zoetrope Studios"
"265","1980","Breaking Away","tt0078902","nominee","https://www.imdb.com/title/tt0078902","Twentieth Century Fox"
"266","1980","Norma Rae","tt0079638","nominee","https://www.imdb.com/title/tt0079638","Twentieth Century Fox"
"267","1979","The Deer Hunter","tt0077416","winner","https://www.imdb.com/title/tt0077416","EMI Films|Universal Pictures"
"268","1979","An Unmarried Woman","tt0078444","nominee","https://www.imdb.com/title/tt0078444","Major Studio Partners|Twentieth Century Fox"
"269","1979","Coming Home","tt0077362","nominee","https://www.imdb.com/title/tt0077362","Jerome Hellman Productions|Jayne Productions Inc."
"270","1979","Heaven Can Wait","tt0077663","nominee","https://www.imdb.com/title/tt0077663","Paramount Pictures"
"271","1979","Midnight Express","tt0077928","nominee","https://www.imdb.com/title/tt0077928","Columbia Pictures|Casablanca Filmworks"
"272","1978","Annie Hall","tt0075686","winner","https://www.imdb.com/title/tt0075686","Jack Rollins & Charles H. Joffe Productions|Rollins-Joffe Productions"
"273","1978","Julia","tt0076245","nominee","https://www.imdb.com/title/tt0076245","Twentieth Century Fox"
"274","1978","Star Wars","tt0076759","nominee","https://www.imdb.com/title/tt0076759","Lucasfilm|Twentieth Century Fox"
"275","1978","The Goodbye Girl","tt0076095","nominee","https://www.imdb.com/title/tt0076095","Warner Bros.|Metro-Goldwyn-Mayer|Rastar Pictures"
"276","1978","The Turning Point","tt0076843","nominee","https://www.imdb.com/title/tt0076843","Hera Productions|Major Studio Partners|Twentieth Century Fox"
"277","1977","Rocky","tt0075148","winner","https://www.imdb.com/title/tt0075148","Chartoff-Winkler Productions"
"278","1977","All the President's Men","tt0074119","nominee","https://www.imdb.com/title/tt0074119","Wildwood Enterprises"
"279","1977","Bound for Glory","tt0074235","nominee","https://www.imdb.com/title/tt0074235","Bound for Glory"
"280","1977","Network","tt0074958","nominee","https://www.imdb.com/title/tt0074958","Metro-Goldwyn-Mayer"
"281","1977","Taxi Driver","tt0075314","nominee","https://www.imdb.com/title/tt0075314","Columbia Pictures|Columbia Pictures|Bill/Phillips|Italo/Judeo Productions"
"282","1976","One Flew Over the Cuckoo's Nest","tt0073486","winner","https://www.imdb.com/title/tt0073486","Fantasy Films|Bryna Productions|N.V. Zvaluw"
"283","1976","Barry Lyndon","tt0072684","nominee","https://www.imdb.com/title/tt0072684","Peregrine|Hawk Films|Warner Bros."
"284","1976","Dog Day Afternoon","tt0072890","nominee","https://www.imdb.com/title/tt0072890","Warner Bros.|Artists Entertainment Complex"
"285","1976","Jaws","tt0073195","nominee","https://www.imdb.com/title/tt0073195","Zanuck/Brown Productions|Universal Pictures"
"286","1976","Nashville","tt0073440","nominee","https://www.imdb.com/title/tt0073440","ABC Entertainment|American Broadcasting Company|Paramount Pictures"
"287","1975","The Godfather Part II","tt0071562","winner","https://www.imdb.com/title/tt0071562","Paramount Pictures|The Coppola Company|American Zoetrope"
"288","1975","Chinatown","tt0071315","nominee","https://www.imdb.com/title/tt0071315","Paramount Pictures|Penthouse Video|Long Road Productions|Robert Evans Company"
"289","1975","Lenny","tt0071746","nominee","https://www.imdb.com/title/tt0071746","Marvin Worth Productions"
"290","1975","The Conversation","tt0071360","nominee","https://www.imdb.com/title/tt0071360","The Directors Company|The Coppola Company|American Zoetrope|Paramount Pictures"
"291","1975","The Towering Inferno","tt0072308","nominee","https://www.imdb.com/title/tt0072308","Twentieth Century Fox|Warner Bros.|Irwin Allen Productions|United Films"
"292","1974","The Sting","tt0070735","winner","https://www.imdb.com/title/tt0070735","Zanuck/Brown Productions|Universal Pictures"
"293","1974","A Touch of Class","tt0070819","nominee","https://www.imdb.com/title/tt0070819","Brut Productions|Gordon Film Productions|Joseph E. Levine Productions"
"294","1974","American Graffiti","tt0069704","nominee","https://www.imdb.com/title/tt0069704","Universal Pictures|Lucasfilm|The Coppola Company"
"295","1974","Cries & Whispers","tt0069467","nominee","https://www.imdb.com/title/tt0069467","Cinematograph AB|Svenska Filminstitutet"
"296","1974","The Exorcist","tt0070047","nominee","https://www.imdb.com/title/tt0070047","Warner Bros.|Hoya Productions"
"297","1973","The Godfather","tt0068646","winner","https://www.imdb.com/title/tt0068646","Paramount Pictures|Albert S. Ruddy Productions|Alfran Productions"
"298","1973","Cabaret","tt0068327","nominee","https://www.imdb.com/title/tt0068327","Allied Artists Pictures|ABC Pictures|A Feuer and Martin Production|Bavaria Film"
"299","1973","Deliverance","tt0068473","nominee","https://www.imdb.com/title/tt0068473","Warner Bros.|Elmer Enterprises"
"300","1973","Sounder","tt0069303","nominee","https://www.imdb.com/title/tt0069303","Radnitz/Mattel Productions|Rainbow Group"
"301","1973","The Emigrants","tt0067919","nominee","https://www.imdb.com/title/tt0067919","Svensk Filmindustri"
"302","1972","The French Connection","tt0067116","winner","https://www.imdb.com/title/tt0067116","Twentieth Century Fox|Philip D'Antoni Productions|Schine-Moore Productions|D'Antoni Productions"
"303","1972","A Clockwork Orange","tt0066921","nominee","https://www.imdb.com/title/tt0066921","Warner Bros.|Polaris Productions|Hawk Films|Max L. Raab Productions|Si Litvinoff Film Production"
"304","1972","Fiddler on the Roof","tt0067093","nominee","https://www.imdb.com/title/tt0067093","The Mirisch Production Company|Cartier Productions"
"305","1972","Nicholas and Alexandra","tt0067483","nominee","https://www.imdb.com/title/tt0067483","Horizon Pictures"
"306","1972","The Last Picture Show","tt0067328","nominee","https://www.imdb.com/title/tt0067328","Columbia Pictures|BBS Productions|Last Picture Show Productions"
"307","1971","Patton","tt0066206","winner","https://www.imdb.com/title/tt0066206","Twentieth Century Fox"
"308","1971","Airport","tt0065377","nominee","https://www.imdb.com/title/tt0065377","Ross Hunter Productions"
"309","1971","Five Easy Pieces","tt0065724","nominee","https://www.imdb.com/title/tt0065724","BBS Productions|Columbia Pictures|Five Easy Pieces Productions|Raybert Productions"
"310","1971","Love Story","tt0066011","nominee","https://www.imdb.com/title/tt0066011","Paramount Pictures|Love Story Company"
"311","1971","MASH","tt0066026","nominee","https://www.imdb.com/title/tt0066026","Aspen Productions|Ingo Preminger Productions"
"312","1970","Midnight Cowboy","tt0064665","winner","https://www.imdb.com/title/tt0064665","Jerome Hellman Productions|Florin Productions"
"313","1970","Anne of the Thousand Days","tt0064030","nominee","https://www.imdb.com/title/tt0064030","Hal Wallis Productions"
"314","1970","Butch Cassidy and the Sundance Kid","tt0064115","nominee","https://www.imdb.com/title/tt0064115","Campanile Productions|George Roy Hill-Paul Monash Production|Newman-Foreman Company|Estudios Churubusco Azteca S.A."
"315","1970","Hello, Dolly!","tt0064418","nominee","https://www.imdb.com/title/tt0064418","Chenault Productions|Twentieth Century Fox"
"316","1970","Z","tt0065234","nominee","https://www.imdb.com/title/tt0065234","Valoria Films|Reggane Films|Office National pour le Commerce et l'Industrie Cinématographique"
"317","1969","Oliver!","tt0063385","winner","https://www.imdb.com/title/tt0063385","Romulus Films|Warwick Film Productions"
"318","1969","Funny Girl","tt0062994","nominee","https://www.imdb.com/title/tt0062994","Columbia Pictures|Rastar Productions"
"319","1969","Rachel, Rachel","tt0063483","nominee","https://www.imdb.com/title/tt0063483","Kayos Productions"
"320","1969","Romeo and Juliet","tt0063518","nominee","https://www.imdb.com/title/tt0063518","BHE Films|Verona Produzione|Dino de Laurentiis Cinematografica"
"321","1969","The Lion in Winter","tt0063227","nominee","https://www.imdb.com/title/tt0063227","Haworth Productions"
"322","1968","In the Heat of the Night","tt0061811","winner","https://www.imdb.com/title/tt0061811","The Mirisch Corporation"
"323","1968","Bonnie and Clyde","tt0061418","nominee","https://www.imdb.com/title/tt0061418","Warner Bros./Seven Arts|Tatira-Hiller Productions"
"324","1968","Doctor Dolittle","tt0061584","nominee","https://www.imdb.com/title/tt0061584","APJAC Productions|Twentieth Century Fox"
"325","1968","Guess Who's Coming to Dinner","tt0061735","nominee","https://www.imdb.com/title/tt0061735","Columbia Pictures|Stanley Kramer Productions"
"326","1968","The Graduate","tt0061722","nominee","https://www.imdb.com/title/tt0061722","Lawrence Truman Productions"
"327","1967","A Man for All Seasons","tt0060665","winner","https://www.imdb.com/title/tt0060665","Highland Films"
"328","1967","Alfie","tt0060086","nominee","https://www.imdb.com/title/tt0060086","Lewis Gilbert|Sheldrake Films"
"329","1967","The Russians Are Coming the Russians Are Coming","tt0060921","nominee","https://www.imdb.com/title/tt0060921","The Mirisch Corporation"
"330","1967","The Sand Pebbles","tt0060934","nominee","https://www.imdb.com/title/tt0060934","Argyle Enterprises|Solar Productions|Robert Wise Productions|Twentieth Century Fox"
"331","1967","Who's Afraid of Virginia Woolf?","tt0061184","nominee","https://www.imdb.com/title/tt0061184","Warner Bros.|Chenault Productions"
"332","1966","The Sound of Music","tt0059742","winner","https://www.imdb.com/title/tt0059742","Robert Wise Productions|Argyle Enterprises"
"333","1966","A Thousand Clowns","tt0059798","nominee","https://www.imdb.com/title/tt0059798","Harrell"
"334","1966","Darling","tt0059084","nominee","https://www.imdb.com/title/tt0059084","Joseph Janni Production|Vic Films Productions|Appia Films Ltd."
"335","1966","Doctor Zhivago","tt0059113","nominee","https://www.imdb.com/title/tt0059113","Metro-Goldwyn-Mayer|Carlo Ponti Production|Sostar S.A."
"336","1966","Ship of Fools","tt0059712","nominee","https://www.imdb.com/title/tt0059712","Stanley Kramer Productions"
"337","1965","My Fair Lady","tt0058385","winner","https://www.imdb.com/title/tt0058385","Warner Bros."
"338","1965","Becket","tt0057877","nominee","https://www.imdb.com/title/tt0057877","Wallis-Hazen|Keep Films"
"339","1965","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","tt0057012","nominee","https://www.imdb.com/title/tt0057012","Stanley Kubrick Productions"
"340","1965","Mary Poppins","tt0058331","nominee","https://www.imdb.com/title/tt0058331","Walt Disney Productions"
"341","1965","Zorba the Greek","tt0057831","nominee","https://www.imdb.com/title/tt0057831","Twentieth Century Fox"
"342","1964","Tom Jones","tt0057590","winner","https://www.imdb.com/title/tt0057590","Woodfall Film Productions"
"343","1964","America America","tt0056825","nominee","https://www.imdb.com/title/tt0056825","Athena Enterprises|Warner Bros."
"344","1964","Cleopatra","tt0056937","nominee","https://www.imdb.com/title/tt0056937","Twentieth Century Fox|MCL Films S.A.|Walwa Films S.A."
"345","1964","How the West Was Won","tt0056085","nominee","https://www.imdb.com/title/tt0056085","Metro-Goldwyn-Mayer|Cinerama Productions Corp."
"346","1964","Lilies of the Field","tt0057251","nominee","https://www.imdb.com/title/tt0057251","Rainbow Productions"
"347","1963","Lawrence of Arabia","tt0056172","winner","https://www.imdb.com/title/tt0056172","Horizon Pictures"
"348","1963","Mutiny on the Bounty","tt0056264","nominee","https://www.imdb.com/title/tt0056264","Arcola Pictures"
"349","1963","The Longest Day","tt0056197","nominee","https://www.imdb.com/title/tt0056197","Darryl F. Zanuck Productions"
"350","1963","The Music Man","tt0056262","nominee","https://www.imdb.com/title/tt0056262","Warner Bros."
"351","1963","To Kill a Mockingbird","tt0056592","nominee","https://www.imdb.com/title/tt0056592","Pakula-Mulligan|Brentwood Productions"
"352","1962","West Side Story","tt0055614","winner","https://www.imdb.com/title/tt0055614","The Mirisch Corporation|Seven Arts Productions"
"353","1962","Fanny","tt0054866","nominee","https://www.imdb.com/title/tt0054866","Warner Bros.|Mansfield Productions"
"354","1962","Judgment at Nuremberg","tt0055031","nominee","https://www.imdb.com/title/tt0055031","Roxlom Films Inc."
"355","1962","The Guns of Navarone","tt0054953","nominee","https://www.imdb.com/title/tt0054953","Highroad Productions"
"356","1962","The Hustler","tt0054997","nominee","https://www.imdb.com/title/tt0054997","Rossen Films"
"357","1961","The Apartment","tt0053604","winner","https://www.imdb.com/title/tt0053604","The Mirisch Corporation"
"358","1961","Elmer Gantry","tt0053793","nominee","https://www.imdb.com/title/tt0053793","Elmer Gantry Productions"
"359","1961","Sons and Lovers","tt0054326","nominee","https://www.imdb.com/title/tt0054326","Jerry Wald Productions"
"360","1961","The Alamo","tt0053580","nominee","https://www.imdb.com/title/tt0053580","Batjac Productions|The Alamo Company"
"361","1961","The Sundowners","tt0054353","nominee","https://www.imdb.com/title/tt0054353","Warner Bros. Productions"
"362","1960","Ben-Hur","tt0052618","winner","https://www.imdb.com/title/tt0052618","Metro-Goldwyn-Mayer"
"363","1960","Anatomy of a Murder","tt0052561","nominee","https://www.imdb.com/title/tt0052561","Otto Preminger Films"
